source_model_name,evaluation_window_index,training_window_indices,architecture,objective_kind,seed,tenant_id,anchor_timestamp,regret_uah,raw_regret_uah,realized_value_uah,forecast_mae_uah_mwh,safety_violation_count,v2_plus_regret_uah,dfl_minus_v2_plus_regret_uah
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_002_lviv_office,2026-04-14T23:00:00.000000,219.15753287951384,179.94502744307374,1510.463420935486,1729.4172613253963,0,38.685750883148785,180.47178199636505
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_003_dnipro_factory,2026-04-14T23:00:00.000000,1906.2064122521597,1576.7989692998935,4489.777780277164,3661.322173310139,0,637.7759541754331,1268.4304580767266
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_004_kharkiv_hospital,2026-04-14T23:00:00.000000,632.1607433362105,391.9930162727396,4614.36510229819,1933.4898291112154,0,61.362061397361686,570.7986819388489
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_005_odesa_hotel,2026-04-14T23:00:00.000000,297.2007993385055,184.56522457545452,1928.5029387563332,1953.276517109925,0,49.95672227592604,247.24407706257944
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_001_kyiv_mall,2026-04-15T23:00:00.000000,562.3092795681009,917.2191171012639,2345.9194207748246,1937.2155009389842,0,346.5565112564659,215.752768311635
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_002_lviv_office,2026-04-15T23:00:00.000000,243.03256413427061,307.711223147754,1147.678465897452,1694.4562896170178,0,194.34230740456337,48.690256729707244
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_003_dnipro_factory,2026-04-15T23:00:00.000000,1774.2010884574124,1714.2791157509964,3360.9597333009137,2495.6034534880437,0,118.83863673503492,1655.3624517223775
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_004_kharkiv_hospital,2026-04-15T23:00:00.000000,623.1153149402612,1090.5021361117438,3671.291388669061,1644.2248245016401,0,93.77766929826066,529.3376456420006
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_005_odesa_hotel,2026-04-15T23:00:00.000000,351.2042688477736,495.87257377943024,1422.6195681789363,1673.8683879371852,0,201.83337270524794,149.37089614252568
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_001_kyiv_mall,2026-04-16T23:00:00.000000,169.0984306423734,82.241545467567,3716.916121064791,1686.856155139676,0,82.24154405544823,86.85688658692516
nbeatsx_official_global_panel_horizon_calibrated_v1,1,"4,3,2",mlp,decision_focused,7,client_002_lviv_office,2026-04-16T23:00:00.000000,135.998751140703,84.37548352176645,1710.2519866081318,1711.2209284819623,0,11.011933666309233,124.98681747439377
