source_model_name,anchor_timestamp,selection_role,tenant_count,mean_regret_uah
nbeatsx_official_global_panel_v1,2026-04-19T23:00:00,schedule_value_learner_v2_plus,5,548.565091655196
nbeatsx_official_global_panel_v1,2026-04-20T23:00:00,raw_reference,5,330.1538783049153
nbeatsx_official_global_panel_v1,2026-04-20T23:00:00,strict_reference,5,108.15659040007085
nbeatsx_official_global_panel_v1,2026-04-20T23:00:00,schedule_value_learner_v2_reference,5,61.06190745566482
nbeatsx_official_global_panel_v1,2026-04-20T23:00:00,schedule_value_learner_v2_plus,5,25.05902235211797
nbeatsx_official_global_panel_v1,2026-04-21T23:00:00,raw_reference,5,489.92473989554026
nbeatsx_official_global_panel_v1,2026-04-21T23:00:00,strict_reference,5,128.24867254881156
nbeatsx_official_global_panel_v1,2026-04-21T23:00:00,schedule_value_learner_v2_reference,5,126.53751808012794
nbeatsx_official_global_panel_v1,2026-04-21T23:00:00,schedule_value_learner_v2_plus,5,37.21253577961911
nbeatsx_official_global_panel_v1,2026-04-22T23:00:00,raw_reference,5,183.56884014433723
nbeatsx_official_global_panel_v1,2026-04-22T23:00:00,strict_reference,5,352.409928873023
nbeatsx_official_global_panel_v1,2026-04-22T23:00:00,schedule_value_learner_v2_reference,5,188.90663525246092
nbeatsx_official_global_panel_v1,2026-04-22T23:00:00,schedule_value_learner_v2_plus,5,175.64365903416328
nbeatsx_official_global_panel_v1,2026-04-23T23:00:00,raw_reference,5,434.09078979176974
nbeatsx_official_global_panel_v1,2026-04-23T23:00:00,strict_reference,5,128.1175814848475
nbeatsx_official_global_panel_v1,2026-04-23T23:00:00,schedule_value_learner_v2_reference,5,181.49284431138238
nbeatsx_official_global_panel_v1,2026-04-23T23:00:00,schedule_value_learner_v2_plus,5,44.33492563737364
nbeatsx_official_global_panel_v1,2026-04-24T23:00:00,raw_reference,5,383.57200538146645
nbeatsx_official_global_panel_v1,2026-04-24T23:00:00,strict_reference,5,14.93794044125816
nbeatsx_official_global_panel_v1,2026-04-24T23:00:00,schedule_value_learner_v2_reference,5,6.542967009645599
nbeatsx_official_global_panel_v1,2026-04-24T23:00:00,schedule_value_learner_v2_plus,5,2.771900475966595
nbeatsx_official_global_panel_v1,2026-04-25T23:00:00,raw_reference,5,1582.974523011146
nbeatsx_official_global_panel_v1,2026-04-25T23:00:00,strict_reference,5,1132.6840559538937
nbeatsx_official_global_panel_v1,2026-04-25T23:00:00,schedule_value_learner_v2_reference,5,1132.6840559538937
nbeatsx_official_global_panel_v1,2026-04-25T23:00:00,schedule_value_learner_v2_plus,5,1132.6840559538937
nbeatsx_official_global_panel_v1,2026-04-26T23:00:00,raw_reference,5,431.4231126744815
nbeatsx_official_global_panel_v1,2026-04-26T23:00:00,strict_reference,5,30.94993490025836
nbeatsx_official_global_panel_v1,2026-04-26T23:00:00,schedule_value_learner_v2_reference,5,80.11674910609455
nbeatsx_official_global_panel_v1,2026-04-26T23:00:00,schedule_value_learner_v2_plus,5,28.141655852959957
nbeatsx_official_global_panel_v1,2026-04-27T23:00:00,raw_reference,5,656.7892061558935
nbeatsx_official_global_panel_v1,2026-04-27T23:00:00,strict_reference,5,243.70004347511136
nbeatsx_official_global_panel_v1,2026-04-27T23:00:00,schedule_value_learner_v2_reference,5,40.734896111734955
nbeatsx_official_global_panel_v1,2026-04-27T23:00:00,schedule_value_learner_v2_plus,5,40.734896111734955
nbeatsx_official_global_panel_v1,2026-04-28T23:00:00,raw_reference,5,394.81508414683583
nbeatsx_official_global_panel_v1,2026-04-28T23:00:00,strict_reference,5,0.12330229274771227
nbeatsx_official_global_panel_v1,2026-04-28T23:00:00,schedule_value_learner_v2_reference,5,13.685232231225381
nbeatsx_official_global_panel_v1,2026-04-28T23:00:00,schedule_value_learner_v2_plus,5,11.814920673160032
nbeatsx_official_global_panel_v1,2026-04-29T23:00:00,raw_reference,5,5415.417588871607
nbeatsx_official_global_panel_v1,2026-04-29T23:00:00,strict_reference,5,570.0183218913066
nbeatsx_official_global_panel_v1,2026-04-29T23:00:00,schedule_value_learner_v2_reference,5,570.0183218913066
nbeatsx_official_global_panel_v1,2026-04-29T23:00:00,schedule_value_learner_v2_plus,5,570.0183218913066
