source_model_name,evaluation_window_index,training_window_indices,architecture,objective_kind,seed,fit_anchor_count,inner_validation_anchor_count,evaluation_profile_row_count,evaluation_date_count,checkpoint_epoch,inner_validation_loss,training_solver_status,mean_regret_uah,median_regret_uah,raw_mean_regret_uah,mean_dfl_minus_raw_regret_uah,v2_plus_mean_regret_uah,mean_dfl_minus_v2_plus_regret_uah,mean_date_cluster_delta_uah,forecast_mae_uah_mwh,tail_loss_count,safety_violation_count,content_overlap_count,promotable_v13_permitted_training_rows,promotion_gate_passed,market_execution_enabled,claim_scope,profile_aware_decision_loss,training_battery_contract_kind,training_terminal_soc_equality,training_quadratic_regularization
nbeatsx_official_global_panel_v1,2,"4,3",transformer,decision_focused,42,18,18,90,18,1,-2.1999258319216404,cvxpylayer_scaled_strictly_convex,559.6251459457526,475.48026610374177,540.2812393996722,19.343906546080348,279.0215896259489,280.6035563198037,280.6035563198037,1932.2043475361784,51,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,2,"4,3",transformer,decision_focused,2026,18,18,90,18,4,-2.0950478875670164,cvxpylayer_scaled_strictly_convex,565.2386285408339,460.08383474983646,540.2812393996722,24.957389141161684,279.0215896259489,286.217038914885,286.217038914885,2448.458465136193,50,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,2,"4,3",transformer,forecast_loss,7,18,18,90,18,1,12.309947332773985,not_used_for_forecast_loss,539.3529281965476,436.741339837439,540.2812393996722,-0.9283112031246219,279.0215896259489,260.3313385705988,260.33133857059875,1957.6424435508945,49,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",transformer,forecast_loss,42,18,18,90,18,1,12.388995049096332,not_used_for_forecast_loss,559.6251277239938,475.4802661052489,540.2812393996722,19.343888324321597,279.0215896259489,280.603538098045,280.603538098045,1932.4695683375571,51,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,2,"4,3",transformer,forecast_loss,2026,18,18,90,18,5,13.167244354931574,not_used_for_forecast_loss,500.26250775548294,349.66214801468334,540.2812393996722,-40.0187316441893,279.0215896259489,221.24091812953404,221.24091812953404,2070.1862567029834,45,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,mlp,decision_focused,7,12,6,90,18,6,-0.9120228856759212,cvxpylayer_scaled_strictly_convex,1497.125286868487,1250.698710064413,891.9633865198972,605.1619003485897,411.49660669609,1085.6286801723968,1085.6286801723968,2943.2193058494254,79,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,mlp,decision_focused,42,12,6,90,18,6,-0.9920440022253616,cvxpylayer_scaled_strictly_convex,1463.3533414152694,1277.685347283543,891.9633865198972,571.3899548953722,411.49660669609,1051.8567347191795,1051.8567347191793,2936.3193892098543,74,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,mlp,decision_focused,2026,12,6,90,18,6,-1.130784204401606,cvxpylayer_scaled_strictly_convex,940.5962639791973,764.4911123050481,891.9633865198972,48.63287745930006,411.49660669609,529.0996572831073,529.0996572831073,2890.331250881964,57,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,mlp,forecast_loss,7,12,6,90,18,6,18.690513385235324,not_used_for_forecast_loss,1484.2937264745538,1225.80928742492,891.9633865198972,592.3303399546566,411.49660669609,1072.7971197784636,1072.7971197784636,2942.8316269822612,79,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,mlp,forecast_loss,42,12,6,90,18,6,17.69889460294884,not_used_for_forecast_loss,1451.693928053531,1277.685384162764,891.9633865198972,559.7305415336338,411.49660669609,1040.197321357441,1040.197321357441,2934.134320483675,74,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,mlp,forecast_loss,2026,12,6,90,18,6,18.300557478447132,not_used_for_forecast_loss,1068.4504000863967,974.2539802515857,891.9633865198972,176.4870135664995,411.49660669609,656.9537933903066,656.9537933903067,2827.6461288039936,67,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,7,12,6,90,18,3,-0.8720837304260134,cvxpylayer_scaled_strictly_convex,1067.9538319481755,869.6409422062252,891.9633865198972,175.99044542827835,411.49660669609,656.4572252520855,656.4572252520855,2891.9466779538197,71,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,42,12,6,90,18,4,-0.8712300285984307,cvxpylayer_scaled_strictly_convex,1232.8691058832835,1039.8415522124524,891.9633865198972,340.9057193633863,411.49660669609,821.3724991871936,821.3724991871936,2917.051655696892,74,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,transformer,decision_focused,2026,12,6,90,18,4,-0.867431966402991,cvxpylayer_scaled_strictly_convex,983.2003601778748,841.7161366649383,891.9633865198972,91.23697365797761,411.49660669609,571.7037534817849,571.7037534817849,2812.9865896726606,66,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,true,tenant_registry_profile_specific,true,0.001
nbeatsx_official_global_panel_v1,3,4,transformer,forecast_loss,7,12,6,90,18,5,18.17097315624044,not_used_for_forecast_loss,1094.8777678816796,821.5175506086744,891.9633865198972,202.91438136178238,411.49660669609,683.3811611855897,683.3811611855896,2845.0755392117085,71,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,transformer,forecast_loss,42,12,6,90,18,2,17.704710905615897,not_used_for_forecast_loss,875.5441125952841,707.9361153641257,891.9633865198972,-16.419273924613094,411.49660669609,464.0475058991941,464.0475058991941,2921.1917168155182,66,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
nbeatsx_official_global_panel_v1,3,4,transformer,forecast_loss,2026,12,6,90,18,2,16.70127273092717,not_used_for_forecast_loss,767.1015634432252,558.2646893681117,891.9633865198972,-124.86182307667195,411.49660669609,355.6049567471353,355.6049567471353,2992.117639679676,55,0,0,0,false,false,differentiable_forecast_storage_research_shadow_not_full_predict_then_bid,false,not_applicable_forecast_loss,false,0.0
